source_id,source_file,source_title,author,year,extract,chapter,pipeline_step,secondary_step,extract_type,themes,llm_relevance,relevance_rationale,notes
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Given the limitations of today's personal computers, it becomes difficult to work with datasets larger than a few gigabytes. Campaign contributions, voter registration files, consumer complaints, climate estimates, social media extracts and many other newsworthy sources often exceed tens of millions of records and surpass the capabilities of a typical laptop. Data journalists can turn to Athena to interrogate these datasets without having to invest in expensive hardware or learn a new programming language. SQL is a standard tool in the data journalist's toolbox, and Athena is built to work with it.",How do newsrooms use it?,Analyse,,tool-specific,Amazon Athena; big data; SQL; cloud computing; scalability,needs_update,Hardware limitations for large datasets still exist but cloud compute and optimized libraries have expanded capabilities,Amazon Athena as solution for datasets too large for local machines
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,Telling it to extract data using the JSON schema. Handling edge cases. Troubleshooting when it didn't correctly parse what the precinct name should be. Troubleshooting when it was picking up on 'election day' or 'mail-in' votes. We want a prompt and schema that will handle any of those.,2025-extracting-data-documents-ai.md,Get,Clean,procedural,JSON schema; prompt engineering; edge cases; election data; troubleshooting,endures,JSON schema extraction with edge case handling is a durable structured data extraction pattern,Iterative prompt+schema refinement to handle diverse document formats
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Think of Actions as renting a blank computer from GitHub. To use it, you will need to install the latest version of whatever language you are using, as well as any corresponding package managers and libraries. Because these Actions are used so often, GitHub has a marketplace where you can find pre-packaged steps for common tasks.",Write your workflow file,Get,,tool-specific,GitHub Actions; automation; cloud computing; CI/CD,endures,GitHub Actions as renting a blank computer is a useful conceptual model for understanding CI/CD infrastructure,Mental model for GitHub Actions: renting a blank cloud computer
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"GitHub Actions provides two error-handling settings that will be helpful. One is called fail-fast. This flag controls whether the entire matrix job should fail if one job in the matrix fails. In our case, we want to mark this flag as false; even if one state's scraper fails, we still want the job to be completed. The second error-handling setting is called continue-on-error. When true, this allows the Action to continue running subsequent steps even if an earlier step fails.",Matrix strategy,Get,,tool-specific,GitHub Actions; error handling; matrix strategy; resilience; automation,endures,Error handling settings for parallel GitHub Actions jobs are platform-specific but the patterns are durable,Error handling strategies for parallel scraping jobs in GitHub Actions
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"With multiple jobs running in parallel, we can no longer guarantee their order of completion. We'll solve that by splitting the action into two steps. First, we'll run all scrapers in parallel and save their outputs in temporary storage known as artifacts. Then, once every job finishes, we'll collect those Artifacts and make a single commit. This approach ensures that all parallel jobs contribute their changes without overwriting each other.",Matrix strategy,Get,,procedural,GitHub Actions; artifacts; parallel processing; data pipeline; fan-in pattern,endures,Race conditions and ordering in parallel workflows are fundamental distributed computing concerns,"Fan-in pattern: parallel scrape jobs save artifacts, then single commit job collects all"
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,GitHub may automatically disable workflows if there's a period of inactivity. To get around this you can have your workflow commit an updated text file every time your Action runs.,Write your workflow file,Get,,tool-specific,GitHub Actions; automation; workflow maintenance; inactivity,endures,GitHub auto-disabling inactive workflows is a platform behavior that data pipeline maintainers must know,Workaround for GitHub auto-disabling inactive workflows: commit a datestamp file
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"VLOOKUP is a function that allows you to 'join' data from one sheet to another. You can transfer one column of information over to another sheet, matching based on common values. IMPORTANT: the left-most column in this range needs to be the one you are matching/joining on. If you Google how to do a VLOOKUP, it won't include this first step I'm going to show you. But I can guarantee you, my approach saves a lot of headache and simplifies the ultimate formula. What we're going to do is assign a name to the 'range.'",2025-if-vlookup-google-sheets.md,Analyse,Clean,tool-specific,VLOOKUP; Google Sheets; data joining; named ranges; spreadsheets,needs_update,"VLOOKUP remains useful but LLMs can now write and explain these formulas, and modern tools offer alternatives",MaryJo Webster: always use named ranges with VLOOKUP to simplify formulas
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Do a quick pivot table on the 'race' column and notice that we've got quite a few inconsistencies. When I was prepping this data, I took this column out of the pivot table and pasted it into the sheet that is called 'race_lookup.' Notice that it's the column called 'original.' And then I added a new column where I typed the value I wanted to replace each one with. We'll use a VLOOKUP to match those original values back in the dataset and create a new column where we'll drop the new values. This is a very easy data cleanup option when you have inconsistencies but it isn't hundreds of them.",2025-if-vlookup-google-sheets.md,Clean,,procedural,data cleaning; VLOOKUP; lookup tables; standardization; pivot tables,endures,Using pivot tables to audit data quality before analysis is a permanent data cleaning practice,"Using pivot table to identify inconsistencies, then VLOOKUP with a lookup table for standardization"
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,Data journalists are very used to negotiating for records and turning a pile of record soup into structured data.,2025-quantifying-history.md,Get,Clean,epistemological,data journalism identity; records negotiation; structuring data,needs_update,Data journalists negotiating for records is enduring but LLMs can now help parse and structure the resulting document piles,Michael Corey: data journalism as the craft of turning unstructured records into structured data
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Mapping Process: Digitized images of property records, usually from microfilm. OCR using Amazon Textract. Search for terms associated with racial covenants. Show each 'hit' to 5 volunteers on the Zooniverse crowdsourcing platform. They transcribe the text of the covenant, buyer, seller, date, and the property identifying information. Compare each of their responses to determine how confident we are in the answers. Finally we want to put those on a map.",2025-quantifying-history.md,Get,Verify,procedural,crowdsourcing; OCR; Zooniverse; historical records; digitization; pipeline,needs_update,Manual property record digitization process could now be augmented with OCR and LLM-based extraction,Full pipeline: microfilm -> OCR -> keyword search -> 5x crowdsource transcription -> confidence check -> mapping
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Why crowdsourcing? It's more accurate. We don't have 300 graduate assistants. We do have 11,000+ volunteers. Crowdsourcing is not just faster and more scalable than hiring a couple grad students, it's also more accurate. But the key thing is you have to be willing to do the community engagement to find crowdsourcing volunteers.",2025-quantifying-history.md,Get,,organizational,crowdsourcing; accuracy; community engagement; volunteers; scalability,needs_update,Crowdsourcing for accuracy is valid but AI-assisted transcription now competes with crowd accuracy for many tasks,Crowdsourcing as both more scalable AND more accurate than small expert teams
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Property identification is hard (Pls slow your LLM roll). What is the lot, block, and addition? Many possible answers. Only one is correct, requires context and additional research. Each individual property really matters. Statistically good is not good enough. There are machine-learning based approaches that can surely get pretty good, statistically, at flagging and even transcribing racial covenants. But statistically good is not good enough.",2025-quantifying-history.md,Verify,,epistemological,accuracy; AI limitations; individual records; statistical vs exact; crowdsourcing,endures,Property identification complexity and the warning against naive LLM use for geocoding historical records persists,"When individual records matter (property mapping), statistical accuracy from ML is insufficient; human review required"
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"How we map matters. How will this map be received? And what does that mean for how we map? We're talking about structural racism here. There are so many people who are motivated to not hear this information. So if we color in a lot on this map, we better be sure there was really a covenant there. Because what happens after we make a map, is that people want to discharge or disavow that covenant on their property. If someone goes through the effort of filing that paperwork, and then they find out nope, it was a mistake. It doesn't take many of those to kill all your goodwill.",2025-quantifying-history.md,Present,Verify,epistemological,accuracy; mapping; consequences; trust; structural racism; presentation ethics,endures,How maps are received and potential for harm is an ethical design consideration independent of production tools,High-stakes accuracy: errors in mapping racial covenants undermine real-world remedial action and credibility
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Working with public historians and community. From a historian's perspective: You don't need to prove racism exists. Deep community and historian connections give your work credibility. Your level of trust is likely starting at 0. Journalism's traditional practices are what got you there. These should be your collaborators, not your sources. Crediting generously is free. But it's also time to start paying people. What is in it for your collaborators? Start by asking what they would like out of this work. Before you have decided what you will do.",2025-quantifying-history.md,Define,,organizational,community collaboration; trust; historians; crediting; ethics; co-creation,endures,Collaborating with community historians for context and accountability is a human-centered practice AI cannot replace,"Collaborative journalism principles: treat community as collaborators not sources, credit generously, ask what they want first"
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,tiers of problem-solving: Using a tool. Writing a scraper. Undocumented APIs. Intercepting browser requests. Pack-ratting with HAR and WARC/WACZ files.,Passive Scraping for social media,Get,,procedural,scraping hierarchy; APIs; HAR files; WARC files; problem solving tiers,needs_update,Tiered scraping problem-solving is valid but LLM-assisted scraping has added new capabilities at each tier,Jonathan Soma: escalating tiers of scraping difficulty from tools to passive capture
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,Data journalism doesn't always involve fancy coding -- sometimes it's a lot of counting. Data journalism can be about conveying information in a novel way. A data story can be built around a single trend or observation. It's great for confirming/quantifying what you're hearing from human sources.,2025-news-to-data-journalism.md,Define,,epistemological,data journalism definition; counting; trends; quantification; accessibility,endures,"Data journalism as often manual, non-coding work like data entry and cleaning remains a grounding truth","Beginner track panel: data journalism as counting, confirming, and contextualizing"
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Bonus: if you want notifications every time something changes, every GitHub repository includes a hidden RSS feed. Add .atom to the commits page URL, for example: https://github.com/simonw/scrape-openai-models/commits/main.atom. I subscribe to these in NetNewsWire.",1. Git scraping,Get,,tool-specific,git scraping; RSS; monitoring; change detection; GitHub,endures,Git scraping with RSS notifications for change monitoring is a stable infrastructure pattern,Hidden feature: append .atom to GitHub commits URL for RSS change notifications
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"You can combine shot-scraper javascript with Git scraping. I also wrote up a trick for working around scraping prevention services that exclude GitHub Actions by proxying traffic through an Apple TV on a home network, see Using a Tailscale exit node with GitHub Actions.",2. Scraping with in-browser JavaScript,Get,,tool-specific,shot-scraper; git scraping; anti-scraping bypass; Tailscale; proxying,endures,"Combining shot-scraper with git scraping for automated web monitoring is a composable, durable pattern",Combining shot-scraper with git scraping; Tailscale proxy to bypass IP-based scraping blocks
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"A common thing that trips you up with nested IF statements is not getting enough parentheses in there. Always count how many opening ones and make sure you have the same number of closing ones. If you get an error message, first thing to check is number of parentheses and whether they are all in the correct place.",2025-if-vlookup-google-sheets.md,Analyse,,tool-specific,spreadsheets; IF statements; debugging; Google Sheets; formulas,endures,Nested IF statement parenthesis debugging is a spreadsheet literacy detail that persists regardless of AI,MaryJo Webster: common debugging tip for nested IF statements
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"The process is the product. When we started, we assumed that getting to the finished map was the goal. But our volunteers and other community members have taught us that just mapping covenants is not the real goal. The real goal and the secret to Mapping Prejudice's success is the experience of absorbing new information together, talking about that, and that is what opens people to new possibilities for reparative change.",2025-quantifying-history.md,Present,,epistemological,process vs product; community engagement; crowdsourcing; impact; civic change,endures,The process being the product in community data projects reflects values of participation that transcend tools,Key insight: the participatory process of data creation may matter more than the finished product
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"It's important to make a distinction. Essential - Does this align with our mission? Distinct - Are we uniquely positioned to tell this story? Impact - Could this lead to meaningful change? Can the problems described be rectified? Timing - Is this the right moment for the story? Obstacles - Are there legal, ethical, or reputational risks? What are the biggest hurdles? Result - What's the biggest vs. minimum viable version of the story? When will we know it's time to walk away?",2025-beginner-foia.md,Define,,organizational,editorial framework; story assessment; mission alignment; impact; minimum viable story,endures,Distinguishing essential vs nice-to-have FOIA requests based on editorial mission is a permanent triage principle,EDITOR CHECK framework for evaluating whether to pursue a data story
97,97j-nicar-2025.md,NICAR Tipsheets Archive (2020–2025),"IRE/NICAR, compiled by Sharon Machlis",ongoing,"Other Tools: Docling (ds4sd.github.io/docling/), olmOCR (olmocr.allenai.org/), AWS Textract (aws.amazon.com/textract/)",Other Tools,Get,Clean,tool-specific,OCR; document extraction; tool alternatives,needs_update,"Document AI tool landscape (Docling, olmOCR, etc) is rapidly evolving and specific tool recommendations need frequent updating",Bare tool list with no explanatory text; offered as alternatives to Gemini-based OCR demonstrated in prior sections
119,119-crucianelli-periodismo-base-datos.md,Sandra Crucianelli — Periodismo de Base de Datos (blog/tutorials),Sandra Crucianelli,ongoing,"It offers the audience the supporting documents on which the work was based, generally shared from an external platform.",Three Basic Hallmarks of Database Journalism,Present,,epistemological,transparency; supporting documents; open data,endures,Transparency through sharing supporting documents is a core journalism principle independent of tools,
119,119-crucianelli-periodismo-base-datos.md,Sandra Crucianelli — Periodismo de Base de Datos (blog/tutorials),Sandra Crucianelli,ongoing,"The reporter explains their methods, so that their work withstands critical review; this means that if a reader or another journalist wanted to retrace the same steps using the same documents, they would reach the same conclusion or a different one, should they be able to refute it or find other angles.",Three Basic Hallmarks of Database Journalism,Present,,epistemological,methodology; reproducibility; transparency; critical review,endures,Methodological reproducibility so others can retrace steps is a foundational verification principle,
119,119-crucianelli-periodismo-base-datos.md,Sandra Crucianelli — Periodismo de Base de Datos (blog/tutorials),Sandra Crucianelli,ongoing,"It is team work: alongside a data analyst, a programmer, and an interactive-visualization designer. The inclusion of a developer is vital, especially if you want to design interactive news applications.",Practical Guide to Data Journalism,Analyse,,organizational,teamwork; interdisciplinary; newsroom roles,needs_update,LLMs reduce the need for a dedicated programmer on data journalism teams by enabling journalists to generate code themselves,
121,121-escola-de-dados-tutorials.md,Escola de Dados — Courses and Tutorials,Escola de Dados,ongoing,"Data scraping is a technique in which a computer program extracts information from an interface designed for human reading. In journalism, this technique has been applied mainly to extract information from web pages and from documents that are not organized in a structured way, such as PDFs.",Tutorial 1: Scraping and Data Journalism,Get,,procedural,scraping; data acquisition; PDFs; structured data,needs_update,"LLMs can now parse PDFs and generate scrapers directly, changing the technical landscape of data extraction",
121,121-escola-de-dados-tutorials.md,Escola de Dados — Courses and Tutorials,Escola de Dados,ongoing,"Programming 'bots' that perform automated data collection from digital systems is a skill that any journalist of this century must develop. If before we needed to do good 'social scraping' to conduct our investigations (talking to sources and building lasting interpersonal relationships), today, in addition to that, we need to extend those skills to the digital realm using computing techniques.",The Journalist-Programmer,Get,,epistemological,scraping; automation; digital skills; journalist-programmer,needs_update,"LLMs dramatically lower the barrier to writing scraping bots, so the skill emphasis shifts from coding to directing AI agents",
121,121-escola-de-dados-tutorials.md,Escola de Dados — Courses and Tutorials,Escola de Dados,ongoing,"Extracting and compiling information scattered around the web into a structured format can make it possible to uncover potential irregularities, correlations, raise important questions, and open paths to producing useful services and tools.",Tutorial 1: Scraping and Data Journalism,Get,Analyse,epistemological,scraping; structured data; investigation; public interest,needs_update,"LLMs now excel at structuring scattered unstructured web data, so the principle endures but the technique description needs updating",
123,123-escola-de-dados-primeiros-passos.md,Escola de Dados — Primeiros passos no jornalismo de dados,Escola de Dados,n.d.,"Numbers alone are not relevant — you need to answer 'so what?': what do these numbers affect, who do they affect, and how?",General Guidance,Analyse,,epistemological,so-what test; critical thinking; audience; impact,endures,The so-what test for numbers is fundamental editorial judgment that no LLM replaces,
123,123-escola-de-dados-primeiros-passos.md,Escola de Dados — Primeiros passos no jornalismo de dados,Escola de Dados,n.d.,It is fundamental to read the notes on data-recording methodologies. The date a piece of data was recorded may differ from the date the recorded event actually occurred.,General Guidance,Verify,,procedural,metadata; data quality; temporal validity,endures,Reading metadata and data-recording methodology notes remains essential for data quality verification,
124,124-abraji-help-desk.md,Abraji Help Desk — Manual de Jornalismo de Dados,Abraji,ongoing,"Start from scratch: investigate family, former spouses, whereabouts of children. Court records search: note names of parties and lawyers. Personalized biography: family, financial connections, 'who are they really?'",Methodology of Juliana Dal Piva,Find,Get,procedural,investigative method; background research; public records; sources,endures,Systematic investigative background research on people through public records is a timeless reporting methodology,
124,124-abraji-help-desk.md,Abraji Help Desk — Manual de Jornalismo de Dados,Abraji,ongoing,"Website owners use the same Google AdSense (Pub-) and Analytics (UA-) IDs across multiple sites. Exploits the 'personal greed' of actors who sacrifice anonymity to maintain advertising revenue, revealing connections between apparently unrelated sites.",UA/Pub Tool: Tracking Anonymous Networks,Find,Analyse,tool-specific,digital forensics; network analysis; open-source intelligence,needs_update,The OSINT principle of tracking shared ad/analytics IDs endures but tools and techniques have evolved beyond manual UA/Pub lookups,
124,124-abraji-help-desk.md,Abraji Help Desk — Manual de Jornalismo de Dados,Abraji,ongoing,Mass outreach: 30–40 messages; replies may come months later.,Methodology of Juliana Dal Piva,Find,,procedural,source development; persistence; investigative method,endures,Persistent mass outreach and patience with sources is a human relationship skill unaffected by automation,
126,126-dossier-dj-teaching-strategies.md,A dossier of data journalism teaching strategies,DataJournalism.com,n.d.,"Thinking about data 'from the beginning reinforces for students that it is a core skill, just like interviewing or checking facts'.","Australia — Dr Kayt Davies, Edith Cowan University",Define,,epistemological,data literacy; curriculum; core skills,endures,Treating data as a core journalism skill alongside interviewing and fact-checking is a durable pedagogical principle,
126,126-dossier-dj-teaching-strategies.md,A dossier of data journalism teaching strategies,DataJournalism.com,n.d.,Remember that the data is never the story. Many of the most powerful stories come from weaving together findings with stories of individuals and communities.,"United States — Jeff Kelly Lowenstein, Grand Valley State University",Present,,epistemological,storytelling; human element; narrative,endures,The principle that data alone is never the story and must be woven with human narratives is timeless editorial wisdom,
126,126-dossier-dj-teaching-strategies.md,A dossier of data journalism teaching strategies,DataJournalism.com,n.d.,IRE Contest entries are your friend — Reading these teaches students how to reverse engineer an investigation.,"United States — Jeff Kelly Lowenstein, Grand Valley State University",Define,,epistemological,learning by example; reverse engineering; investigation,endures,Learning to reverse-engineer investigations from exemplary work remains a valuable pedagogical method regardless of tools,
126,126-dossier-dj-teaching-strategies.md,A dossier of data journalism teaching strategies,DataJournalism.com,n.d.,"Build incrementally — Start with smaller stories and projects that become the basis for larger, more ambitious ones.","United States — Jeff Kelly Lowenstein, Grand Valley State University",Define,,epistemological,scaffolding; incremental learning; pedagogy,endures,Incremental scaffolding in data journalism education is a sound pedagogical approach independent of technology,
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"investigative reporting requires skills and attitudes that most reporters never learn. Yet most reporters can indeed succeed at investigative work, if they acquire the appropriate methods and the desire to use them.",Objectives of this curriculum,Define,,epistemological,method; skills; investigative identity,endures,Core investigative identity and methods-based approach to journalism is independent of any technology era.,From John Ullman's Reporter's Handbook argument
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"the various processes of investigative work – the conception, planning, researching, organization and composition of a story – were thought of as separate tasks which must be completed in a sequence of discrete steps. In 2009, the publication of Story-Based Inquiry demonstrated how they could be fused into a single continuous workstream. The benefits include economies of time – an explicit reply to the notion that investigative work is always slow and costly – as well as increased quality of information and storytelling.",Teaching economic and social aspects of investigative journalism,Define,Analyse,procedural,story-based inquiry; workflow; efficiency,needs_update,Story-based inquiry workflow concept endures but LLMs enable even faster integration of research/writing steps.,Key claim about integrated vs sequential workflow
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"What the public wants from us is not a catalogue of information, but the meaning of the information that we have catalogued. That meaning is captured in a story. In other words, investigative reporting is not merely about finding information. It is about telling a story based on new and important information.",Defining Investigative Journalism,Present,Define,epistemological,narrative; storytelling; meaning-making,endures,"The principle that journalism is about meaning-making through narrative, not just cataloguing facts, is timeless.",
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"That is the key difference between facts and stories: We forget facts alone, but we remember facts that are embedded in a story",Defining Investigative Journalism,Present,,epistemological,narrative; cognition; storytelling,endures,Cognitive principle about stories vs isolated facts is a permanent feature of human cognition.,
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,Conventional journalism rarely involves stories that involve more than a few days to research and write. Investigations can last for weeks or months. They also involve far more information than is generated by research for most news stories. Thus a higher level of organization is required. The organizational work becomes ever more important in direct proportion to the amount of material that the reporter collects.,Defining Investigative Journalism,Analyse,,procedural,information management; organization; scale,needs_update,Information management in long investigations endures but LLMs transform how reporters organize and retrieve large volumes of material.,Research: Going wide and deep subsection
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"authentic investigative reporters do not accept something as true simply because someone, and in particular an official, gave them a report. Instead, they verify the information through other sources, and challenge information that cannot be verified. Nor do they consider someone more important because he has an official title. The importance of a source to an investigative reporter is based on the validity of the information that the source can provide.",Defining Investigative Journalism,Verify,,epistemological,verification; source credibility; independence,endures,Independent verification and challenging official claims is a permanent investigative principle regardless of tools.,Source relations: from dependence to challenge subsection
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"The investigator's job is to arrive at a judgment – that something should never have happened, that it must never happen again, or conversely, that something worthwhile has been unjustly terminated.",Defining Investigative Journalism,Analyse,Present,epistemological,judgment; accountability; outcomes,endures,The investigative judgment function — arriving at evidence-based conclusions about wrongdoing — is inherently human.,Outcomes: Proving the need for change subsection
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"The most important question here is whether or not we exclude facts that conflict with our goals. An investigator takes all the facts that can be found into account. Though some facts are more meaningful than others, they cannot be eliminated simply because we don't like them.",Defining Investigative Journalism,Verify,Analyse,epistemological,objectivity; bias; completeness,endures,Intellectual honesty about not excluding inconvenient facts is a timeless epistemic principle.,On practical objectivity vs ideological objectivity
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"the reporter earns the right and the confidence to make a judgment about the meaning of the facts, through an investigation.",Defining Investigative Journalism,Analyse,,epistemological,judgment; objectivity; evidence-based reasoning,endures,Earning the right to judgment through rigorous investigation is a fundamental journalistic standard.,"Neutral toward facts, but earns right to judge their meaning"
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"The reporters collected internal documents of the Nixon campaign, including an organisational phone directory. The phone directory contained names and titles, and was thus a physical map of the organisation.",The Image and reality of the Investigative Journalist,Find,Analyse,procedural,documents; organizational mapping; Watergate,endures,Using organizational documents to map power structures remains essential investigative technique.,Woodward and Bernstein technique
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,The reporters targeted people at lower managerial levels. Executives would lie to them or track them. Janitors would not see as much as hoped and have heard less. The people in the middle saw and heard a great deal and could do little to affect it.,The Image and reality of the Investigative Journalist,Find,,procedural,source selection; organizational hierarchy; interviewing,endures,Targeting mid-level organizational insiders as sources is a timeless human intelligence technique.,Woodward and Bernstein middle-management targeting
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"To keep track of these documents and of their interviews, they developed an elaborate filing system, modeled on the cross-referencing system used by the FBI. In this system, whenever a source mentioned events involving another source, copies of both their interviews were placed in each other's files.",The Image and reality of the Investigative Journalist,Analyse,,procedural,information management; cross-referencing; filing system,needs_update,Cross-referencing filing systems remain essential but LLMs and knowledge graphs can now automate the cross-linking.,Woodward/Bernstein FBI-modeled filing technique
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"In their meetings with sources, they paid attention not only to information, but to emotion. In particular, they noticed that many of their sources were afraid. This, beyond the facts they initially collected, alerted them to the importance of the story.",The Image and reality of the Investigative Journalist,Find,Verify,procedural,emotional intelligence; source reading; story significance,endures,Reading emotional cues from sources to gauge story significance is an irreplaceable human skill.,
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"Since Watergate, professional practice has been to use information from anonymous sources only when four of them agree on the same facts.",The Image and reality of the Investigative Journalist,Verify,,procedural,anonymous sources; corroboration; verification threshold,endures,Multi-source corroboration threshold for anonymous sources is a permanent verification standard.,Four-source agreement rule post-Watergate
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"No one source is key to an investigation, and it is a fatal mistake to think that a 'deep throat' will tell you everything you need to know.",The Image and reality of the Investigative Journalist,Find,,epistemological,source diversity; dependence avoidance; myth-busting,endures,Source diversity principle and avoiding single-source dependency transcends technology eras.,
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"If a source really knows a secret, he or she has few reasons to share it with you, and the most common is to manipulate you. After all, if the information is secret, and you trust the source, the odds are good that you will publish the information without further verification.",The Image and reality of the Investigative Journalist,Verify,,epistemological,source motivation; manipulation risk; verification,endures,Skepticism toward source motivations and manipulation risk is a permanent epistemic safeguard.,
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"No reporter can prevail alone. There must be other actors, in the media and in society, who are willing to act on the information that the reporter provides.",The Image and reality of the Investigative Journalist,Present,,organizational,coalition building; impact; social forces,endures,"Coalition-building for investigative impact is about social dynamics, not technology.",
127,127-modern-investigative-journalism-arij.md,Modern Investigative Journalism: A Comprehensive Curriculum Based on the ARIJ Method,"Mark Lee Hunter, Luuk Sengers, Marcus Lindemann",2019,"Davies suggests that investigative reports tend to begin with one of several categories of information. We refer to them as i) 'tips', ii) 'leftovers', or iii) observations and questions.",How investigative stories begin,Find,Define,procedural,story origins; tips; leftovers; observation,endures,"Story origin categories (tips, leftovers, observations) describe permanent patterns in how investigations begin.",Nick Davies taxonomy
